Date,g_fund,f_fund,c_fund,s_fund,i_fund,l_fund
Dec-18,43.0,5.2,33.1,11.1,7.6
Jan-19,41.3,5.0,33.7,11.8,8.3
Feb-19,40.4,5.0.34.0,12.3,8.3
Mar-19,40.2,5.1,34.3,12.1,8.4
Apr-19,39.4,5.0,34.9,12.2,8.4
May-19,
Jun-19,
