Date,g_fund,f_fund,c_fund,s_fund,i_fund,l_fund,total_in_billions
Dec-18,230.30,27.64,177.55,59.70,40.69,535.87
Jan-19,231.6,28.2,189.0,66.1,46.4,561.3
Feb-19,231.4,28.6,194.9,70.3,47.6,572.9
Mar-19,232.4,29.3,198.2,69.6,48.3,577.8
Apr-19,233.0,29.5,206.4,72.2,49.8,590.8
May-19,
Jun-19,
