,company,pct
0,Tesla Inc.,2.5
1,Blackstone Group Inc.,0.8
2,Lululemon Athletica Inc.,0.8
3,Workday Inc.,0.6000000000000001
4,Veeva Systems Inc.,0.6000000000000001
5,Square Inc.,0.6000000000000001
6,Splunk Inc.,0.6000000000000001
7,CoStar Group Inc.,0.6000000000000001
8,Liberty Broadband Corp.,0.5
9,Palo Alto Networks Inc.,0.5
