2015-06-23,17.796900,23.791100,25.999100,27.813000,15.875000,14.750700,16.750700,28.311600,39.331400,26.863900,
2015-06-22,17.797100,23.790100,25.996800,27.808500,15.871900,14.749900,16.785000,28.291000,39.251700,26.905500,
2015-06-19,17.764900,23.669000,25.827900,27.604200,15.736000,14.747500,16.855600,28.119400,39.056000,26.345200,
2015-06-18,17.771600,23.697600,25.868900,27.655000,15.769000,14.746700,16.794000,28.269600,39.107700,26.322900,
2015-06-17,17.741900,23.599700,25.729600,27.481700,15.657800,14.745800,16.820500,27.988500,38.701900,26.213500,
2015-06-16,17.734200,23.577500,25.699500,27.445800,15.634900,14.745000,16.809000,27.932900,38.681200,26.162300,
2015-06-15,17.715700,23.523700,25.623800,27.352100,15.575900,14.744200,16.782400,27.774100,38.465900,26.132200,
2015-06-12,17.735400,23.601600,25.734400,27.487500,15.665300,14.741800,16.769600,27.902500,38.641300,26.448400,
2015-06-11,17.754300,23.662900,25.820600,27.593100,15.732700,14.741000,16.776400,28.097300,38.793800,26.516400,
2015-06-10,17.740900,23.630300,25.775900,27.538500,15.699200,14.740200,16.700100,28.040500,38.661200,26.469100,
2015-06-09,17.695200,23.469000,25.549000,27.260700,15.517900,14.739300,16.750100,27.705000,38.222700,25.988000,
2015-06-08,17.699400,23.482200,25.567900,27.284400,15.533200,14.738500,16.785400,27.692300,38.303700,26.060600,
2015-06-05,17.713800,23.536100,25.646900,27.384500,15.597500,14.736100,16.762200,27.868100,38.580900,26.085100,
2015-06-04,17.735200,23.610100,25.745400,27.496700,15.672300,14.735300,16.835900,27.907300,38.370800,26.611500,
2015-06-03,17.760900,23.704100,25.880000,27.664400,15.781300,14.734500,16.785600,28.149400,38.731000,26.798400,
2015-06-02,17.749900,23.656100,25.810300,27.576500,15.722500,14.733700,16.856300,28.084100,38.488200,26.606800,
2015-06-01,17.748200,23.640000,25.787100,27.548000,15.701800,14.732800,16.910800,28.111000,38.443700,26.431400,
2015-05-29,17.750500,23.642700,25.789100,27.548300,15.701600,14.732000,16.991500,28.050300,38.370100,26.540200,
2015-05-28,17.769400,23.716200,25.894100,27.677700,15.786400,14.729600,16.963800,28.228100,38.566900,26.741800,
2015-05-27,17.772300,23.728200,25.911700,27.699900,15.800900,14.728800,16.958000,28.258700,38.619400,26.767000,
2015-05-26,17.742400,23.632600,25.776400,27.532300,15.693500,14.728000,16.954500,27.997600,38.264200,26.635800,
2015-05-22,17.775100,23.762200,25.961800,27.761400,15.844300,14.724700,16.885400,28.287800,38.632400,27.034400,
2015-05-21,17.788100,23.805200,26.021600,27.833500,15.891100,14.723900,16.923500,28.350600,38.697900,27.208100,
2015-05-20,17.773900,23.763700,25.965100,27.766200,15.847900,14.723100,16.878800,28.280500,38.657900,27.061200,
2015-05-19,17.773000,23.761600,25.962300,27.762500,15.845400,14.722300,16.874000,28.303800,38.623800,27.025700,
2015-05-18,17.780800,23.788800,26.000500,27.809100,15.875900,14.721500,16.904300,28.316200,38.695200,27.169500,
2015-05-15,17.772300,23.758900,25.955600,27.749500,15.837300,14.719100,16.966100,28.228500,38.371800,27.195000,
2015-05-14,17.761000,23.731200,25.918400,27.705400,15.809800,14.718300,16.892500,28.203400,38.325900,27.093400,
2015-05-13,17.726700,23.626100,25.770600,27.523300,15.694200,14.717500,16.862000,27.899500,37.969300,26.985300,
2015-05-12,17.719600,23.597100,25.731000,27.476700,15.662300,14.716700,16.875600,27.901800,37.978700,26.756400,
2015-05-11,17.726600,23.622800,25.767500,27.521700,15.691400,14.715900,16.866800,27.982400,38.045400,26.794800,
2015-05-08,17.741400,23.662200,25.821600,27.586300,15.730700,14.713500,16.960300,28.119800,38.072900,26.802400,
2015-05-07,17.690200,23.495800,25.590600,27.306700,15.550300,14.712700,16.924800,27.746200,37.766500,26.342800,
2015-05-06,17.683500,23.488200,25.579000,27.289700,15.542700,14.711900,16.882600,27.634800,37.580700,26.575600,
2015-05-05,17.688400,23.494100,25.586000,27.297500,15.545200,14.711100,16.927200,27.748200,37.543700,26.418500,
2015-05-04,17.728100,23.622400,25.768700,27.524700,15.690400,14.710300,16.957000,28.077800,38.074500,26.600300,
2015-05-01,17.718100,23.593700,25.728800,27.475300,15.658900,14.707800,16.972600,27.995300,37.949300,26.579900,
2015-04-30,17.697000,23.524600,25.630100,27.351900,15.580600,14.707100,17.036300,27.692800,37.678200,26.652500,
2015-04-29,17.732600,23.644500,25.802400,27.568000,15.719700,14.706300,17.039700,27.974600,38.254300,26.854700,
2015-04-28,17.751200,23.704300,25.887300,27.673300,15.787200,14.705600,17.086000,28.078200,38.501800,27.010400,
2015-04-27,17.747500,23.690300,25.867200,27.647800,15.770800,14.704800,17.129000,27.997800,38.442700,27.045100,
2015-04-24,17.751600,23.702300,25.889100,27.681400,15.790200,14.702500,17.130900,28.114000,38.799100,26.816800,
